Pair Index,Match Cmd,Evasion Cmd,Equivalent
1377,"{'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'name': 'client3'}","{'name': 'client', 'os': {'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102'], 'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client2', 'architecture': 'x86'}",False
1378,2021-02-04t22:28:08.828z,2021-02-04t22:27:33.765z,False
1379,"{'user': 'system', 'hash': ['866a43013535dc8587c258e43579c764', 'b2be846b5167a2ecd1e30c69a81385fcc6eae6033394d08458a5583d311c4d82']}","{'user': 'system', 'hash': ['3ef0d8ab08385aab5802e773511a2e6a', '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6']}",False
1380,"{'record_id': 1218, 'computer_name': 'client3', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'event_data': {'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'description': 'spooler subsystem app', 'terminalsessionid': '0', 'logonguid': '{19fc45ac-74f7-601c-0000-0020e7030000}', 'originalfilename': 'spoolsv.exe', 'company': 'microsoft corporation', 'integritylevel': 'system', 'logonid': '0x3e7', 'product': 'microsoft® windows® operating system'}, 'event_id': 1, 'api': 'wineventlog', 'version': 5, 'channel': 'microsoft-windows-sysmon/operational', 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'opcode': 'info', 'user': {'type': 'user', 'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority'}, 'process': {'pid': 1516, 'thread': {'id': 1780}}}","{'api': 'wineventlog', 'process': {'pid': 1896, 'thread': {'id': 1392}}, 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1, 'task': 'process create (rule: processcreate)', 'event_data': {'logonid': '0x3e7', 'terminalsessionid': '1', 'product': 'microsoft® windows® operating system', 'description': 'windows logon user interface host', 'company': 'microsoft corporation', 'logonguid': '{19fc45ac-74c3-601c-0000-0020e7030000}', 'originalfilename': 'logonui.exe', 'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'integritylevel': 'system'}, 'record_id': 1199, 'computer_name': 'client', 'opcode': 'info', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'version': 5, 'provider_name': 'microsoft-windows-sysmon'}",False
1381,"{'code': 1, 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:13.050z', 'kind': 'event'}","{'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:11.360z'}",False
1382,c:\windows\system32\spoolsv.exe,"""logonui.exe"" /flags:0x0",False
1383,"{'working_directory': 'c:\\windows\\system32\\', 'parent': {'entity_id': '{19fc45ac-74f7-601c-0000-0010fe630000}', 'pid': 444, 'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe']}, 'command_line': 'c:\\windows\\explorer.exe /root, ""c:\\windows\\system32\\notepad.exe""', 'name': 'spoolsv.exe', 'args': ['c:\\windows\\system32\\spoolsv.exe'], 'hash': {'md5': '866a43013535dc8587c258e43579c764', 'sha256': 'b2be846b5167a2ecd1e30c69a81385fcc6eae6033394d08458a5583d311c4d82'}, 'entity_id': '{19fc45ac-74f8-601c-0000-00100c0d0100}', 'pid': 1208, 'executable': 'c:\\windows\\system32\\spoolsv.exe'}","{'parent': {'command_line': 'winlogon.exe', 'name': 'winlogon.exe', 'args': ['winlogon.exe'], 'entity_id': '{19fc45ac-74c2-601c-0000-0010ce5b0000}', 'pid': 384, 'executable': 'c:\\windows\\system32\\winlogon.exe'}, 'name': 'logonui.exe', 'pid': 2812, 'executable': 'c:\\windows\\system32\\logonui.exe', 'command_line': 'ex""""plorer -""roo""t, ""c:\\windows\\system32\\cmd.exe""', 'working_directory': 'c:\\windows\\system32\\', 'entity_id': '{19fc45ac-74d5-601c-0000-00103d8d0300}', 'args': ['logonui.exe', '/flags:0x0'], 'hash': {'md5': '3ef0d8ab08385aab5802e773511a2e6a', 'sha256': '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6'}}",False
1384,"{'md5': '866a43013535dc8587c258e43579c764', 'sha256': 'b2be846b5167a2ecd1e30c69a81385fcc6eae6033394d08458a5583d311c4d82'}","{'md5': '3ef0d8ab08385aab5802e773511a2e6a', 'sha256': '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6'}",False
1385,"{'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client3', 'ephemeral_id': 'f5ed3d9b-1471-4589-bd70-28219e0f5978', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client3'}","{'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client2', 'ephemeral_id': '805d2621-88bc-4353-a953-25544d012426', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client2'}",False
1386,"{'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'name': 'client3'}","{'hostname': 'client2', 'architecture': 'x86', 'name': 'client', 'os': {'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102'], 'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0']}",False
1387,2021-02-04t22:28:08.828z,2021-02-04t23:00:52.740z,False
1388,"{'user': 'system', 'hash': ['866a43013535dc8587c258e43579c764', 'b2be846b5167a2ecd1e30c69a81385fcc6eae6033394d08458a5583d311c4d82']}","{'user': 'system', 'hash': ['209a3b1901b83aeb8527ed211cce9e4c', '1a431f6409f8e0531f600f8f988ecececb902da26bbaaf1de74a5cac29a7cb44']}",False
1389,"{'record_id': 1218, 'computer_name': 'client3', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'event_data': {'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'description': 'spooler subsystem app', 'terminalsessionid': '0', 'logonguid': '{19fc45ac-74f7-601c-0000-0020e7030000}', 'originalfilename': 'spoolsv.exe', 'company': 'microsoft corporation', 'integritylevel': 'system', 'logonid': '0x3e7', 'product': 'microsoft® windows® operating system'}, 'event_id': 1, 'api': 'wineventlog', 'version': 5, 'channel': 'microsoft-windows-sysmon/operational', 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'opcode': 'info', 'user': {'type': 'user', 'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority'}, 'process': {'pid': 1516, 'thread': {'id': 1780}}}","{'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'process': {'pid': 1904, 'thread': {'id': 308}}, 'user': {'name': 'system', 'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18'}, 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1, 'event_data': {'company': 'microsoft corporation', 'logonid': '0x3e7', 'originalfilename': 'vssvc.exe', 'terminalsessionid': '0', 'description': 'microsoft® volume shadow copy service', 'integritylevel': 'system', 'product': 'microsoft® windows® operating system', 'logonguid': '{19fc45ac-76e7-601c-0000-0020e7030000}', 'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)'}, 'computer_name': 'client3.breach.local', 'version': 5, 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1487, 'task': 'process create (rule: processcreate)', 'api': 'wineventlog'}",False
1390,"{'code': 1, 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:13.050z', 'kind': 'event'}","{'action': 'process create (rule: processcreate)', 'created': '2021-02-04t23:00:53.816z', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon'}",False
1391,c:\windows\system32\spoolsv.exe,c:\windows\system32\vssvc.exe,False
1392,"{'working_directory': 'c:\\windows\\system32\\', 'parent': {'entity_id': '{19fc45ac-74f7-601c-0000-0010fe630000}', 'pid': 444, 'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe']}, 'command_line': 'c:\\windows\\explorer.exe /root, ""c:\\windows\\system32\\notepad.exe""', 'name': 'spoolsv.exe', 'args': ['c:\\windows\\system32\\spoolsv.exe'], 'hash': {'md5': '866a43013535dc8587c258e43579c764', 'sha256': 'b2be846b5167a2ecd1e30c69a81385fcc6eae6033394d08458a5583d311c4d82'}, 'entity_id': '{19fc45ac-74f8-601c-0000-00100c0d0100}', 'pid': 1208, 'executable': 'c:\\windows\\system32\\spoolsv.exe'}","{'pid': 1336, 'executable': 'c:\\windows\\system32\\vssvc.exe', 'command_line': 'explorer root, ""c:\\windows\\system32\\cmd.exe""', 'name': 'vssvc.exe', 'hash': {'md5': '209a3b1901b83aeb8527ed211cce9e4c', 'sha256': '1a431f6409f8e0531f600f8f988ecececb902da26bbaaf1de74a5cac29a7cb44'}, 'entity_id': '{19fc45ac-7ca4-601c-0000-00109fb60b00}', 'working_directory': 'c:\\windows\\system32\\', 'parent': {'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe'], 'entity_id': '{19fc45ac-76e7-601c-0000-001081630000}', 'pid': 440}, 'args': ['c:\\windows\\system32\\vssvc.exe']}",False
1393,"{'md5': '866a43013535dc8587c258e43579c764', 'sha256': 'b2be846b5167a2ecd1e30c69a81385fcc6eae6033394d08458a5583d311c4d82'}","{'sha256': '1a431f6409f8e0531f600f8f988ecececb902da26bbaaf1de74a5cac29a7cb44', 'md5': '209a3b1901b83aeb8527ed211cce9e4c'}",False
1394,"{'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client3', 'ephemeral_id': 'f5ed3d9b-1471-4589-bd70-28219e0f5978', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client3'}","{'name': 'client3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client3', 'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5'}",False
1395,"{'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'name': 'client3'}","{'name': 'client3.breach.local', 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}}",False
1396,2021-02-05t00:02:00.133z,2021-02-04t22:28:08.796z,False
1397,"{'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-05t00:02:01.312z', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process']}","{'category': ['process'], 'created': '2021-02-04t22:31:06.125z', 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'module': 'sysmon', 'type': ['start', 'process_start']}",False
1398,"{'pid': 2980, 'executable': 'c:\\windows\\system32\\svchost.exe', 'working_directory': 'c:\\windows\\system32\\', 'parent': {'command_line': 'taskeng.exe {a9a1e633-c142-48d4-ada4-2dc029f8c600} s-1-5-18:nt authority\\system:service:', 'name': 'taskeng.exe', 'args': ['taskeng.exe', '{a9a1e633-c142-48d4-ada4-2dc029f8c600}', 's-1-5-18:nt', 'authority\\system:service:'], 'entity_id': '{19fc45ac-8af8-601c-0000-00103e791500}', 'pid': 604, 'executable': 'c:\\windows\\system32\\rpcnetp_not.exe'}, 'name': 'flashplayerupdateservice.exe', 'entity_id': '{19fc45ac-8af8-601c-0000-0010e37a1500}', 'command_line': 'svchost.exe', 'args': ['c:\\windows\\system32\\macromed\\flash\\flashplayerupdateservice.exe'], 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}}","{'parent': {'pid': 340, 'executable': 'c:\\windows\\system32\\rpcnetp_not.exe', 'command_line': '\\systemroot\\system32\\smss.exe 00000001 0000003c ', 'name': 'smss.exe', 'args': ['\\systemroot\\system32\\smss.exe', '00000001', '0000003c'], 'entity_id': '{19fc45ac-74f8-601c-0000-0010bd570000}'}, 'args': ['%%systemroot%%\\system32\\csrss.exe', 'objectdirectory=\\windows', 'sharedsection=1024,12288,512', 'windows=on', 'subsystemtype=windows', 'serverdll=basesrv,1', 'serverdll=winsrv:userserverdllinitialization,3', 'serverdll=winsrv:conserverdllinitialization,2', 'serverdll=sxssrv,4', 'profilecontrol=off', 'maxrequestthreads=16'], 'hash': {'md5': '342271f6142e7c70805b8a81e1ba5f5c', 'sha256': 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786'}, 'entity_id': '{19fc45ac-74f8-601c-0000-001012580000}', 'pid': 356, 'executable': 'c:\\windows\\system32\\svchost.exe', 'command_line': 'sv""cho""st.exe', 'working_directory': 'c:\\windows\\system32', 'name': 'csrss.exe'}",False
1399,"{'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}","{'sha256': 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786', 'md5': '342271f6142e7c70805b8a81e1ba5f5c'}",False
1400,"{'process': {'thread': {'id': 1804}, 'pid': 1704}, 'event_data': {'terminalsessionid': '0', 'fileversion': '18,0,0,194', 'logonguid': '{19fc45ac-76d8-601c-0000-0020e7030000}', 'product': 'adobe® flash® player update service', 'logonid': '0x3e7', 'integritylevel': 'system', 'originalfilename': '?', 'description': 'adobe® flash® player update service 18.0 r0', 'company': 'adobe systems incorporated'}, 'record_id': 1444, 'version': 5, 'task': 'process create (rule: processcreate)', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'channel': 'microsoft-windows-sysmon/operational', 'computer_name': 'client2.breach.local', 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'event_id': 1, 'provider_name': 'microsoft-windows-sysmon', 'api': 'wineventlog'}","{'record_id': 1206, 'user': {'type': 'user', 'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority'}, 'event_data': {'integritylevel': 'system', 'logonguid': '{19fc45ac-74f9-601c-0000-0020e7030000}', 'originalfilename': 'csrss.exe', 'terminalsessionid': '1', 'product': 'microsoft® windows® operating system', 'description': 'client server runtime process', 'fileversion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'company': 'microsoft corporation', 'logonid': '0x3e7'}, 'event_id': 1, 'computer_name': 'client1', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'version': 5, 'channel': 'microsoft-windows-sysmon/operational', 'provider_name': 'microsoft-windows-sysmon', 'process': {'thread': {'id': 1772}, 'pid': 1504}, 'task': 'process create (rule: processcreate)', 'api': 'wineventlog', 'opcode': 'info'}",False
1401,"{'name': 'client2.breach.local', 'architecture': 'x86', 'os': {'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102'], 'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client2'}","{'name': 'client1', 'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client1', 'architecture': 'x86', 'os': {'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4'}",False
1402,c:\windows\system32\macromed\flash\flashplayerupdateservice.exe,"%%systemroot%%\system32\csrss.exe objectdirectory=\windows sharedsection=1024,12288,512 windows=on subsystemtype=windows serverdll=basesrv,1 serverdll=winsrv:userserverdllinitialization,3 serverdll=winsrv:conserverdllinitialization,2 serverdll=sxssrv,4 profilecontrol=off maxrequestthreads=16",False
1403,"{'user': 'system', 'hash': ['1234a12b71dae034e45c714ae5a54412', '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d']}","{'user': 'system', 'hash': ['342271f6142e7c70805b8a81e1ba5f5c', 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786']}",False
1404,"{'name': 'client2', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client2', 'ephemeral_id': 'd5d7daa0-c0ba-4d39-9140-3b4a4308a222', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5'}","{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client1', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client1', 'ephemeral_id': 'c6dab1c1-2860-4ed8-b41c-e6b57498568e'}",False
1405,2021-02-05t00:02:00.133z,2021-02-04t22:29:21.986z,False
1406,"{'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-05t00:02:01.312z', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process']}","{'type': ['start', 'process_start'], 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:11.546z', 'module': 'sysmon', 'category': ['process']}",False
1407,"{'pid': 2980, 'executable': 'c:\\windows\\system32\\svchost.exe', 'working_directory': 'c:\\windows\\system32\\', 'parent': {'command_line': 'taskeng.exe {a9a1e633-c142-48d4-ada4-2dc029f8c600} s-1-5-18:nt authority\\system:service:', 'name': 'taskeng.exe', 'args': ['taskeng.exe', '{a9a1e633-c142-48d4-ada4-2dc029f8c600}', 's-1-5-18:nt', 'authority\\system:service:'], 'entity_id': '{19fc45ac-8af8-601c-0000-00103e791500}', 'pid': 604, 'executable': 'c:\\windows\\system32\\rpcnetp_not.exe'}, 'name': 'flashplayerupdateservice.exe', 'entity_id': '{19fc45ac-8af8-601c-0000-0010e37a1500}', 'command_line': 'svchost.exe', 'args': ['c:\\windows\\system32\\macromed\\flash\\flashplayerupdateservice.exe'], 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}}","{'command_line': 'c:\\windows\\system32\\sv""cho""st', 'working_directory': 'c:\\breach\\', 'name': 'python.exe', 'pid': 2320, 'executable': 'c:\\windows\\system32\\svchost.exe', 'parent': {'entity_id': '{19fc45ac-7541-601c-0000-0010bfac0200}', 'pid': 2216, 'executable': 'c:\\windows\\system32\\rpcnet_not.exe', 'command_line': '""c:\\windows\\py.exe"" ""c:\\breach\\create_filing_dir.py"" ', 'name': 'py.exe', 'args': ['c:\\windows\\py.exe', 'c:\\breach\\create_filing_dir.py']}, 'args': ['c:\\program files\\python35-32\\python.exe', 'c:\\breach\\create_filing_dir.py'], 'hash': {'md5': 'edc79826e21859e93a875dfc087606c5', 'sha256': 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'}, 'entity_id': '{19fc45ac-7541-601c-0000-0010dcc50200}'}",False
1408,"{'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}","{'md5': 'edc79826e21859e93a875dfc087606c5', 'sha256': 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'}",False
1409,"{'process': {'thread': {'id': 1804}, 'pid': 1704}, 'event_data': {'terminalsessionid': '0', 'fileversion': '18,0,0,194', 'logonguid': '{19fc45ac-76d8-601c-0000-0020e7030000}', 'product': 'adobe® flash® player update service', 'logonid': '0x3e7', 'integritylevel': 'system', 'originalfilename': '?', 'description': 'adobe® flash® player update service 18.0 r0', 'company': 'adobe systems incorporated'}, 'record_id': 1444, 'version': 5, 'task': 'process create (rule: processcreate)', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'channel': 'microsoft-windows-sysmon/operational', 'computer_name': 'client2.breach.local', 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'event_id': 1, 'provider_name': 'microsoft-windows-sysmon', 'api': 'wineventlog'}","{'process': {'thread': {'id': 1796}, 'pid': 1528}, 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'record_id': 1304, 'task': 'process create (rule: processcreate)', 'api': 'wineventlog', 'computer_name': 'client2.breach.local', 'opcode': 'info', 'provider_name': 'microsoft-windows-sysmon', 'version': 5, 'event_data': {'logonid': '0x25b8f', 'integritylevel': 'medium', 'description': 'python', 'product': 'python', 'terminalsessionid': '1', 'company': 'python software foundation', 'logonguid': '{19fc45ac-7540-601c-0000-00208f5b0200}', 'fileversion': '3.5.2', 'originalfilename': 'python.exe'}, 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1, 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'}",False
