Match Value,Evasion Value
"{'type': ['start', 'process_start'], 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T22:31:06.130Z', 'module': 'sysmon', 'category': ['process']}","{'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-05T05:02:01.477Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process']}"
"{'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1225, 'task': 'Process Create (rule: ProcessCreate)', 'api': 'wineventlog', 'version': 5, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': 'Info', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'pid': 1504, 'thread': {'id': 1772}}, 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}, 'event_data': {'LogonId': '0x3e7', 'Product': 'Microsoft® Windows® Operating System', 'TerminalSessionId': '0', 'OriginalFileName': 'unsecapp.dll', 'LogonGuid': '{19FC45AC-74F9-601C-0000-0020E7030000}', 'Company': 'Microsoft Corporation', 'IntegrityLevel': 'System', 'Description': 'Sink to receive asynchronous callbacks for WMI client application', 'FileVersion': '10.0.14409.1005 (rs1_srvoob.161208-1155)'}, 'event_id': 1, 'computer_name': 'CLIENT1'}","{'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1616, 'api': 'wineventlog', 'version': 5, 'event_data': {'IntegrityLevel': 'System', 'OriginalFileName': '?', 'Description': 'Adobe® Flash® Player Update Service 18.0 r0', 'TerminalSessionId': '0', 'FileVersion': '18,0,0,194', 'Product': 'Adobe® Flash® Player Update Service', 'LogonGuid': '{19FC45AC-76E7-601C-0000-0020E7030000}', 'LogonId': '0x3e7', 'Company': 'Adobe Systems Incorporated'}, 'process': {'pid': 1904, 'thread': {'id': 308}}, 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_id': 1, 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'opcode': 'Info', 'task': 'Process Create (rule: ProcessCreate)', 'computer_name': 'CLIENT3.breach.local'}"
"{'executable': 'C:\\Users\\joe\\Downloads\\BGInfo\\bginfo.exe', 'command_line': 'C:\\Users\\joe\\Downloads\\BGInfo\\bginfo.exe /popup /nolicprompt %TEMP%\\bginfo.bgi', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'args': ['C:\\Windows\\system32\\svchost.exe', '-k', 'DcomLaunch'], 'entity_id': '{19FC45AC-74F9-601C-0000-0010B8790000}', 'pid': 568, 'executable': 'C:\\Windows\\System32\\svchost.exe', 'command_line': 'C:\\Windows\\system32\\svchost.exe -k DcomLaunch', 'name': 'svchost.exe'}, 'name': 'unsecapp.exe', 'hash': {'sha256': '608d4ebba90fd2ed66bbdf392898df10a302f884e8ecb8d6f5bc8fab99accb4e', 'md5': '91fed64cc1898029441c31a98b1b8fe4'}, 'entity_id': '{19FC45AC-74FC-601C-0000-0010565A0100}', 'pid': 1692, 'args': ['C:\\Windows\\system32\\wbem\\unsecapp.exe', '-Embedding']}","{'entity_id': '{19FC45AC-D148-601C-0000-0010B8F74600}', 'pid': 2168, 'command_line': '""C:\\Users\\Administrator\\BGInfo.exe"" ""C:\\Users\\Administrator\\bginfo.bgi"" -NOLICPROMPT -POPUP', 'working_directory': 'C:\\Windows\\system32\\', 'args': ['C:\\Windows\\system32\\Macromed\\Flash\\FlashPlayerUpdateService.exe'], 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}, 'executable': 'C:\\Users\\Administrator\\BGInfo.exe', 'parent': {'executable': 'C:\\Windows\\System32\\taskeng.exe', 'command_line': 'taskeng.exe {29DAA29C-F528-4195-B680-416BA72366D2} S-1-5-18:NT AUTHORITY\\System:Service:', 'name': 'taskeng.exe', 'args': ['taskeng.exe', '{29DAA29C-F528-4195-B680-416BA72366D2}', 'S-1-5-18:NT', 'AUTHORITY\\System:Service:'], 'entity_id': '{19FC45AC-D148-601C-0000-0010F5F54600}', 'pid': 596}, 'name': 'FlashPlayerUpdateService.exe'}"
"{'md5': '91fed64cc1898029441c31a98b1b8fe4', 'sha256': '608d4ebba90fd2ed66bbdf392898df10a302f884e8ecb8d6f5bc8fab99accb4e'}","{'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}"
"Process Create:
RuleName: 
UtcTime: 2021-02-04 22:28:12.015
ProcessGuid: {19FC45AC-74FC-601C-0000-0010565A0100}
ProcessId: 1692
Image: C:\Windows\System32\wbem\unsecapp.exe
FileVersion: 10.0.14409.1005 (rs1_srvoob.161208-1155)
Description: Sink to receive asynchronous callbacks for WMI client application
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: unsecapp.dll
CommandLine: C:\Windows\system32\wbem\unsecapp.exe -Embedding
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-74F9-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=91FED64CC1898029441C31A98B1B8FE4,SHA256=608D4EBBA90FD2ED66BBDF392898DF10A302F884E8ECB8D6F5BC8FAB99ACCB4E
ParentProcessGuid: {19FC45AC-74F9-601C-0000-0010B8790000}
ParentProcessId: 568
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch","Process Create:
RuleName: 
UtcTime: 2021-02-05 05:02:00.128
ProcessGuid: {19FC45AC-D148-601C-0000-0010B8F74600}
ProcessId: 2168
Image: C:\Windows\System32\Macromed\Flash\FlashPlayerUpdateService.exe
FileVersion: 18,0,0,194
Description: Adobe® Flash® Player Update Service 18.0 r0
Product: Adobe® Flash® Player Update Service
Company: Adobe Systems Incorporated
OriginalFileName: ?
CommandLine: C:\Windows\system32\Macromed\Flash\FlashPlayerUpdateService.exe 
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-76E7-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=1234A12B71DAE034E45C714AE5A54412,SHA256=079E6BC834F38322ED5ED76295EC3961ED894084EF5CB171DFFBD9B3822CC78D
ParentProcessGuid: {19FC45AC-D148-601C-0000-0010F5F54600}
ParentProcessId: 596
ParentImage: C:\Windows\System32\taskeng.exe
ParentCommandLine: taskeng.exe {29DAA29C-F528-4195-B680-416BA72366D2} S-1-5-18:NT AUTHORITY\System:Service:"
2021-02-04T22:28:12.015Z,2021-02-05T00:02:00.129Z
"{'user': 'SYSTEM', 'hash': ['91fed64cc1898029441c31a98b1b8fe4', '608d4ebba90fd2ed66bbdf392898df10a302f884e8ecb8d6f5bc8fab99accb4e']}","{'user': 'SYSTEM', 'hash': ['1234a12b71dae034e45c714ae5a54412', '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d']}"
"{'ephemeral_id': 'c6dab1c1-2860-4ed8-b41c-e6b57498568e', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT1', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT1'}","{'name': 'CLIENT3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT3', 'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5'}"
"{'hostname': 'CLIENT1', 'name': 'CLIENT1', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0']}","{'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT3', 'architecture': 'x86', 'os': {'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)'}, 'name': 'CLIENT3.breach.local', 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4'}"
"{'type': ['start', 'process_start'], 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T22:31:06.130Z', 'module': 'sysmon', 'category': ['process']}","{'category': ['process'], 'type': ['start', 'process_start'], 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-05T00:02:00.896Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'module': 'sysmon'}"
"{'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1225, 'task': 'Process Create (rule: ProcessCreate)', 'api': 'wineventlog', 'version': 5, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': 'Info', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'pid': 1504, 'thread': {'id': 1772}}, 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}, 'event_data': {'LogonId': '0x3e7', 'Product': 'Microsoft® Windows® Operating System', 'TerminalSessionId': '0', 'OriginalFileName': 'unsecapp.dll', 'LogonGuid': '{19FC45AC-74F9-601C-0000-0020E7030000}', 'Company': 'Microsoft Corporation', 'IntegrityLevel': 'System', 'Description': 'Sink to receive asynchronous callbacks for WMI client application', 'FileVersion': '10.0.14409.1005 (rs1_srvoob.161208-1155)'}, 'event_id': 1, 'computer_name': 'CLIENT1'}","{'user': {'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY'}, 'provider_name': 'Microsoft-Windows-Sysmon', 'api': 'wineventlog', 'event_id': 1, 'task': 'Process Create (rule: ProcessCreate)', 'record_id': 1542, 'version': 5, 'event_data': {'Product': 'Adobe® Flash® Player Update Service', 'IntegrityLevel': 'System', 'OriginalFileName': '?', 'FileVersion': '18,0,0,194', 'LogonGuid': '{19FC45AC-76E7-601C-0000-0020E7030000}', 'LogonId': '0x3e7', 'TerminalSessionId': '0', 'Description': 'Adobe® Flash® Player Update Service 18.0 r0', 'Company': 'Adobe Systems Incorporated'}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'computer_name': 'CLIENT3.breach.local', 'opcode': 'Info', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'pid': 1904, 'thread': {'id': 308}}}"
"{'executable': 'C:\\Users\\joe\\Downloads\\BGInfo\\bginfo.exe', 'command_line': 'C:\\Users\\joe\\Downloads\\BGInfo\\bginfo.exe /popup /nolicprompt %TEMP%\\bginfo.bgi', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'args': ['C:\\Windows\\system32\\svchost.exe', '-k', 'DcomLaunch'], 'entity_id': '{19FC45AC-74F9-601C-0000-0010B8790000}', 'pid': 568, 'executable': 'C:\\Windows\\System32\\svchost.exe', 'command_line': 'C:\\Windows\\system32\\svchost.exe -k DcomLaunch', 'name': 'svchost.exe'}, 'name': 'unsecapp.exe', 'hash': {'sha256': '608d4ebba90fd2ed66bbdf392898df10a302f884e8ecb8d6f5bc8fab99accb4e', 'md5': '91fed64cc1898029441c31a98b1b8fe4'}, 'entity_id': '{19FC45AC-74FC-601C-0000-0010565A0100}', 'pid': 1692, 'args': ['C:\\Windows\\system32\\wbem\\unsecapp.exe', '-Embedding']}","{'entity_id': '{19FC45AC-8AF8-601C-0000-0010BEA01400}', 'pid': 3156, 'executable': 'C:\\bginfo.exe', 'name': 'FlashPlayerUpdateService.exe', 'command_line': 'bginfo.exe -popup -nolicprompt info.bgi', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'executable': 'C:\\Windows\\System32\\cmd.exe', 'command_line': '""C:\\Windows\\System32\\cmd.exe""', 'name': 'taskeng.exe', 'args': ['taskeng.exe', '{F6339582-D998-40F6-B04B-3E25A4AC0ACA}', 'S-1-5-18:NT', 'AUTHORITY\\System:Service:'], 'entity_id': '{19FC45AC-8AF8-601C-0000-0010FC9E1400}', 'pid': 3564}, 'args': ['C:\\Windows\\system32\\Macromed\\Flash\\FlashPlayerUpdateService.exe'], 'hash': {'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d', 'md5': '1234a12b71dae034e45c714ae5a54412'}}"
"{'md5': '91fed64cc1898029441c31a98b1b8fe4', 'sha256': '608d4ebba90fd2ed66bbdf392898df10a302f884e8ecb8d6f5bc8fab99accb4e'}","{'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}"
"Process Create:
RuleName: 
UtcTime: 2021-02-04 22:28:12.015
ProcessGuid: {19FC45AC-74FC-601C-0000-0010565A0100}
ProcessId: 1692
Image: C:\Windows\System32\wbem\unsecapp.exe
FileVersion: 10.0.14409.1005 (rs1_srvoob.161208-1155)
Description: Sink to receive asynchronous callbacks for WMI client application
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: unsecapp.dll
CommandLine: C:\Windows\system32\wbem\unsecapp.exe -Embedding
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-74F9-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=91FED64CC1898029441C31A98B1B8FE4,SHA256=608D4EBBA90FD2ED66BBDF392898DF10A302F884E8ECB8D6F5BC8FAB99ACCB4E
ParentProcessGuid: {19FC45AC-74F9-601C-0000-0010B8790000}
ParentProcessId: 568
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch","Process Create:
RuleName: 
UtcTime: 2021-02-05 00:02:00.129
ProcessGuid: {19FC45AC-8AF8-601C-0000-0010BEA01400}
ProcessId: 3156
Image: C:\Windows\System32\Macromed\Flash\FlashPlayerUpdateService.exe
FileVersion: 18,0,0,194
Description: Adobe® Flash® Player Update Service 18.0 r0
Product: Adobe® Flash® Player Update Service
Company: Adobe Systems Incorporated
OriginalFileName: ?
CommandLine: C:\Windows\system32\Macromed\Flash\FlashPlayerUpdateService.exe 
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-76E7-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=1234A12B71DAE034E45C714AE5A54412,SHA256=079E6BC834F38322ED5ED76295EC3961ED894084EF5CB171DFFBD9B3822CC78D
ParentProcessGuid: {19FC45AC-8AF8-601C-0000-0010FC9E1400}
ParentProcessId: 3564
ParentImage: C:\Windows\System32\taskeng.exe
ParentCommandLine: taskeng.exe {F6339582-D998-40F6-B04B-3E25A4AC0ACA} S-1-5-18:NT AUTHORITY\System:Service:"
2021-02-04T20:33:40.156Z,2021-02-04T22:29:04.015Z
"Process Create:
RuleName: 
UtcTime: 2021-02-04 20:33:40.156
ProcessGuid: {19FC45AC-5A24-601C-0000-00103B131000}
ProcessId: 3736
Image: C:\Windows\System32\notepad.exe
FileVersion: 6.1.7600.16385 (win7_rtm.090713-1255)
Description: Notepad
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: NOTEPAD.EXE
CommandLine: ""C:\Windows\system32\NOTEPAD.EXE"" C:\ProgramData\winlogbeat\logs\winlogbeat
CurrentDirectory: C:\ProgramData\winlogbeat\logs\
User: client\breach
LogonGuid: {19FC45AC-53AD-601C-0000-002012560200}
LogonId: 0x25612
TerminalSessionId: 1
IntegrityLevel: High
Hashes: MD5=D378BFFB70923139D6A4F546864AA61C,SHA256=C4232DDD4D37B9C0884BD44D8476578C54D7F98D58945728E425736A6A07E102
ParentProcessGuid: {19FC45AC-5A22-601C-0000-00103D041000}
ParentProcessId: 3512
ParentImage: C:\Windows\System32\rundll32.exe
ParentCommandLine: ""C:\Windows\system32\rundll32.exe"" C:\Windows\system32\shell32.dll,OpenAs_RunDLL C:\ProgramData\winlogbeat\logs\winlogbeat","Process Create:
RuleName: 
UtcTime: 2021-02-04 22:29:04.015
ProcessGuid: {19FC45AC-7530-601C-0000-00105E370100}
ProcessId: 1464
Image: C:\Program Files\NetTime\NetTimeService.exe
FileVersion: 3.1.4.220
Description: Network Time Synchronizer - NT Service
Product: NetTime
Company: 
OriginalFileName: NetTimeService.exe
CommandLine: ""C:\Program Files\NetTime\NetTimeService.exe""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-752E-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=94C08DF0F07C509D99FEA7CFC486C335,SHA256=0AAE40D7B5D57AED2A897161601A08123E64088033B03527DC1BA2B55E7A4E9A
ParentProcessGuid: {19FC45AC-752D-601C-0000-001032610000}
ParentProcessId: 444
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe"
"{'hash': ['d378bffb70923139d6a4f546864aa61c', 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'], 'user': 'breach'}","{'user': 'SYSTEM', 'hash': ['94c08df0f07c509d99fea7cfc486c335', '0aae40d7b5d57aed2a897161601a08123e64088033b03527dc1ba2b55e7a4e9a']}"
"{'md5': 'd378bffb70923139d6a4f546864aa61c', 'sha256': 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'}","{'md5': '94c08df0f07c509d99fea7cfc486c335', 'sha256': '0aae40d7b5d57aed2a897161601a08123e64088033b03527dc1ba2b55e7a4e9a'}"
"{'event_data': {'LogonId': '0x25612', 'LogonGuid': '{19FC45AC-53AD-601C-0000-002012560200}', 'Description': 'Notepad', 'TerminalSessionId': '1', 'OriginalFileName': 'NOTEPAD.EXE', 'IntegrityLevel': 'High', 'Company': 'Microsoft Corporation', 'Product': 'Microsoft® Windows® Operating System', 'FileVersion': '6.1.7600.16385 (win7_rtm.090713-1255)'}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'provider_name': 'Microsoft-Windows-Sysmon', 'event_id': 1, 'record_id': 1136, 'api': 'wineventlog', 'opcode': 'Info', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'pid': 1524, 'thread': {'id': 1780}}, 'task': 'Process Create (rule: ProcessCreate)', 'computer_name': 'CLIENT', 'version': 5, 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}}","{'event_id': 1, 'user': {'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM'}, 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'pid': 1528, 'thread': {'id': 1796}}, 'task': 'Process Create (rule: ProcessCreate)', 'provider_name': 'Microsoft-Windows-Sysmon', 'api': 'wineventlog', 'event_data': {'LogonId': '0x3e7', 'Description': 'Network Time Synchronizer - NT Service', 'FileVersion': '3.1.4.220', 'IntegrityLevel': 'System', 'OriginalFileName': 'NetTimeService.exe', 'LogonGuid': '{19FC45AC-752E-601C-0000-0020E7030000}', 'TerminalSessionId': '0', 'Product': 'NetTime'}, 'record_id': 1287, 'version': 5, 'computer_name': 'CLIENT2.breach.local', 'opcode': 'Info', 'channel': 'Microsoft-Windows-Sysmon/Operational'}"
"{'command_line': 'nltest /domain_trust /all_trusts', 'parent': {'args': ['C:\\Windows\\system32\\rundll32.exe', 'C:\\Windows\\system32\\shell32.dll,OpenAs_RunDLL', 'C:\\ProgramData\\winlogbeat\\logs\\winlogbeat'], 'entity_id': '{19FC45AC-5A22-601C-0000-00103D041000}', 'pid': 3512, 'executable': 'C:\\Windows\\System32\\rundll32.exe', 'command_line': '""C:\\Windows\\system32\\rundll32.exe"" C:\\Windows\\system32\\shell32.dll,OpenAs_RunDLL C:\\ProgramData\\winlogbeat\\logs\\winlogbeat', 'name': 'rundll32.exe'}, 'name': 'notepad.exe', 'args': ['C:\\Windows\\system32\\NOTEPAD.EXE', 'C:\\ProgramData\\winlogbeat\\logs\\winlogbeat'], 'entity_id': '{19FC45AC-5A24-601C-0000-00103B131000}', 'pid': 3736, 'executable': 'C:\\Windows\\System32\\nltest.exe', 'working_directory': 'C:\\ProgramData\\winlogbeat\\logs\\', 'hash': {'md5': 'd378bffb70923139d6a4f546864aa61c', 'sha256': 'c4232ddd4d37b9c0884bd44d8476578c54d7f98d58945728e425736a6a07e102'}}","{'args': ['C:\\Program Files\\NetTime\\NetTimeService.exe'], 'hash': {'md5': '94c08df0f07c509d99fea7cfc486c335', 'sha256': '0aae40d7b5d57aed2a897161601a08123e64088033b03527dc1ba2b55e7a4e9a'}, 'entity_id': '{19FC45AC-7530-601C-0000-00105E370100}', 'pid': 1464, 'executable': 'C:\\Windows\\System32\\nltest.exe', 'command_line': 'nltest /do""main""_trusts /all_t""rust""s', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-752D-601C-0000-001032610000}', 'pid': 444, 'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe'}, 'name': 'NetTimeService.exe'}"
"{'domain': 'client', 'name': 'breach'}","{'domain': 'NT AUTHORITY', 'name': 'SYSTEM'}"
"{'name': 'CLIENT', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT', 'ephemeral_id': '8d71002f-bbaa-43e7-9f1b-6316d51fcd53', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5'}","{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT2', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT2', 'ephemeral_id': '805d2621-88bc-4353-a953-25544d012426'}"
"{'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'created': '2021-02-04T20:33:40.392Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)'}","{'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'created': '2021-02-04T22:31:11.542Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)'}"
"{'hostname': 'CLIENT', 'architecture': 'x86', 'os': {'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'name': 'CLIENT', 'ip': ['192.168.56.254', '172.16.1.1', 'fe80::5efe:c0a8:38fe', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:01:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0']}","{'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'name': 'CLIENT2.breach.local', 'hostname': 'CLIENT2', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102']}"
